Date,AAPL,JPM,PFE,XOM
2023-04-10,159.86563110351562,120.05227661132812,34.81971740722656,104.10822296142578
2023-04-11,158.6520538330078,120.64368438720703,34.869773864746094,104.84445190429688
2023-04-12,157.96139526367188,120.6249008178711,34.519325256347656,104.73538970947266
2023-04-13,163.34844970703125,121.08486938476562,34.60276794433594,105.2261962890625
2023-04-14,163.00314331054688,130.2279510498047,34.36913299560547,105.48069763183594
2023-04-17,163.02288818359375,131.2605438232422,34.36078643798828,104.25364685058594
2023-04-18,164.2462921142578,132.7343292236328,33.835113525390625,106.2896499633789
2023-04-19,165.39083862304688,132.56533813476562,33.57645034790039,105.9533462524414
2023-04-20,164.4239044189453,132.18048095703125,33.25102996826172,105.10803985595703
2023-04-21,162.81568908691406,131.9270477294922,33.551414489746094,105.4443359375
2023-04-24,163.12152099609375,132.10537719726562,33.30109405517578,107.43489074707031
2023-04-25,161.58238220214844,129.23294067382812,32.817142486572266,105.90789031982422
2023-04-26,161.57252502441406,126.94245147705078,32.233062744140625,104.93533325195312
2023-04-27,166.16043090820312,128.65090942382812,32.32484817504883,106.18964385986328
2023-04-28,167.41342163085938,129.76797485351562,32.45000076293945,107.56212615966797
2023-05-01,167.3246307373047,132.54656982421875,32.717010498046875,104.22638702392578
2023-05-02,166.2886505126953,130.4063262939453,32.59185791015625,100.07260131835938
2023-05-03,165.2132110595703,127.646484375,32.08286666870117,98.10023498535156
2023-05-04,163.57537841796875,125.90047454833984,31.899295806884766,96.38236999511719
2023-05-05,171.25146484375,128.3599090576172,32.11623764038086,98.78192138671875
2023-05-08,171.18240356445312,128.66969299316406,32.26643371582031,99.1727523803711
2023-05-09,169.4755096435547,128.0501251220703,32.10789489746094,99.20001983642578
2023-05-10,171.24160766601562,128.1158447265625,31.95771026611328,97.92752838134766
2023-05-11,171.42909240722656,127.7121810913086,31.696243286132812,96.1551284790039
2023-05-12,170.50035095214844,125.88169860839844,31.502248764038086,96.14605712890625
2023-05-15,170.00634765625,126.94245147705078,31.341999053955078,96.32940673828125
2023-05-16,170.00634765625,126.08822631835938,31.21548080444336,93.99153900146484
2023-05-17,170.61892700195312,129.96510314941406,30.996192932128906,96.10020446777344
2023-05-18,172.95057678222656,130.95077514648438,30.768457412719727,96.97117614746094
2023-05-19,173.05926513671875,130.65036010742188,31.0130558013916,97.42040252685547
2023-05-22,172.1107635498047,129.57083129882812,32.68305587768555,96.23772430419922
2023-05-23,169.50247192382812,128.21910095214844,33.433712005615234,97.54875183105469
2023-05-24,169.77906799316406,127.04570770263672,32.58184814453125,98.6397705078125
2023-05-25,170.91531372070312,127.35547637939453,31.90709686279297,96.87032318115234
2023-05-26,173.32601928710938,128.54766845703125,31.713111877441406,96.23772430419922
2023-05-30,175.17359924316406,129.0357666015625,31.21548080444336,95.38507843017578
2023-05-31,175.12423706054688,127.3930435180664,32.06734848022461,93.67981719970703
2023-06-01,177.93016052246094,129.1484375,32.06734848022461,94.76165771484375
2023-06-02,178.77981567382812,131.86131286621094,32.3541145324707,96.96199798583984
2023-06-05,177.42625427246094,130.56585693359375,32.59871292114258,96.53109741210938
2023-06-06,177.0607147216797,130.80055236816406,32.362552642822266,97.31956481933594
2023-06-07,175.68736267089844,132.06781005859375,32.80113983154297,99.5015640258789
2023-06-08,178.40440368652344,132.10537719726562,32.96982192993164,99.18984985351562
2023-06-09,178.78973388671875,132.36819458007812,32.86861038208008,98.45640563964844
2023-06-12,181.58578491210938,132.35882568359375,33.653011322021484,97.56710052490234
2023-06-13,181.11151123046875,133.31631469726562,33.9735107421875,97.58543395996094
2023-06-14,181.74388122558594,132.81881713867188,33.19755554199219,96.41191864013672
2023-06-15,183.7791290283203,134.3207550048828,33.526485443115234,97.08118438720703
2023-06-16,182.7021942138672,134.4803466796875,33.78795623779297,96.3844223022461
2023-06-20,182.7911376953125,133.79505920410156,33.180686950683594,94.17488861083984
